year,state_po,candidate,party,candidatevotes,totalvotes
1980,MN,,,281,2051916
1980,MS,"Reagan, Ronald",republican,441089,891750
1980,MS,"Carter, Jimmy",democrat,429281,891750
1980,MS,"Anderson, John B.",independent,12036,891750
1980,MS,"Clark, Edward """"Ed""""",libertarian,4702,891750
1980,MS,"Griswold, Deirdre",workers world,2402,891750
1980,MS,"Pulley, Andrew",socialist workers,2240,891750
1980,MO,"Reagan, Ronald",republican,1074181,2099824
1980,MO,"Carter, Jimmy",democrat,931182,2099824
1980,MO,"Anderson, John B.",independent,77920,2099824
1980,MO,"Clark, Edward """"Ed""""",libertarian,14422,2099824
1980,MO,"Deberry, Clifton",socialist workers,1515,2099824
1980,MO,,,604,2099824
1980,MT,"Reagan, Ronald",republican,206814,363952
1980,MT,"Carter, Jimmy",democrat,118032,363952
1980,MT,"Anderson, John B.",independent,29281,363952
1980,MT,"Clark, Edward """"Ed""""",libertarian,9825,363952
1980,NE,"Reagan, Ronald",republican,419214,639533
1980,NE,"Carter, Jimmy",democrat,166424,639533
1980,NE,"Anderson, John B.",independent,44854,639533
1980,NE,"Clark, Edward """"Ed""""",libertarian,9041,639533
1980,NV,"Reagan, Ronald",republican,155017,243692
1980,NV,"Carter, Jimmy",democrat,66666,243692
1980,NV,"Anderson, John B.",independent,17651,243692
1980,NV,"Clark, Edward """"Ed""""",libertarian,4358,243692
1980,NH,"Reagan, Ronald",republican,221705,383990
1980,NH,"Carter, Jimmy",democrat,108864,383990
1980,NH,"Anderson, John B.",independent,49693,383990
1980,NH,"Clark, Edward """"Ed""""",libertarian,2064,383990
1980,NH,"Commoner, Barry",citizens,1320,383990
1980,NH,"Hall, Gus",communist party use,129,383990
1980,NH,"Griswold, Deirdre",workers world,76,383990
1980,NH,"Deberry, Clifton",socialist workers,71,383990
1980,NH,,,68,383990
1980,NJ,"Reagan, Ronald",republican,1546557,2975684
1980,NJ,"Carter, Jimmy",democrat,1147364,2975684
1980,NJ,"Anderson, John B.",independent,234632,2975684
1980,NJ,"Clark, Edward """"Ed""""",libertarian,20652,2975684
1980,NJ,"Commoner, Barry",citizens,8203,2975684
1980,NJ,"McCormack, Ellen",right-to-life,3927,2975684
1980,NJ,"Lynen, Kurt",middle class candidate,3694,2975684
1980,NJ,"Hall, Gus",communist party use,2555,2975684
1980,NJ,"Pulley, Andrew",socialist workers,2198,2975684
1980,NJ,"McReynolds, David",socialist,1973,2975684
1980,NJ,"Gahres, William """"Bill""""",down with lawyers,1718,2975684
1980,NJ,"Griswold, Deirdre",workers world,1288,2975684
1980,NJ,"Wendelken, Martin E.",independent,923,2975684
1980,NM,"Reagan, Ronald",republican,250779,456237
1980,NM,"Carter, Jimmy",democrat,167826,456237
1980,NM,"Anderson, John B.",independent,29459,456237
1980,NM,"Clark, Edward """"Ed""""",libertarian,4365,456237
1980,NM,"Commoner, Barry",citizens,2202,456237
1980,NM,"Bubar, Benjamin """"Ben""""",statesman,1281,456237
1980,NM,"Pulley, Andrew",socialist workers,325,456237
1980,NY,"Carter, Jimmy",democrat,2728372,6201959
1980,NY,"Reagan, Ronald",republican,2637700,6201959
1980,NY,"Anderson, John B.",liberal party,467801,6201959
1980,NY,"Reagan, Ronald",conservative,256131,6201959
1980,NY,"Clark, Edward """"Ed""""",free libertarian,52648,6201959
1980,NY,"McCormack, Ellen",right-to-life,24159,6201959
1980,NY,"Commoner, Barry",citizens,23186,6201959
1980,NY,"Hall, Gus",communist party use,7414,6201959
1980,NY,"Deberry, Clifton",socialist workers,2068,6201959
1980,NY,"Griswold, Deirdre",workers world,1416,6201959
1980,NY,,,1064,6201959
1980,NC,"Reagan, Ronald",republican,915018,1855833
1980,NC,"Carter, Jimmy",democrat,875635,1855833
1980,NC,"Anderson, John B.",independent,52800,1855833
1980,NC,"Clark, Edward """"Ed""""",libertarian,9677,1855833
1980,NC,"Commoner, Barry",citizens,2287,1855833
1980,NC,"Deberry, Clifton",socialist workers,416,1855833
1980,ND,"Reagan, Ronald",republican,193695,301116
1980,ND,"Carter, Jimmy",democrat,79189,301116
1980,ND,"Anderson, John B.",independent,23640,301116
1980,ND,"Clark, Edward """"Ed""""",libertarian,3743,301116
1980,ND,"McLain, Harley",natural people's league,296,301116
1980,ND,"Greaves, Percy L, Jr.",american,235,301116
1980,ND,"Hall, Gus",communist party use,93,301116
1980,ND,"Deberry, Clifton",socialist workers,89,301116
1980,ND,"McReynolds, David",socialist,82,301116
1980,ND,"Bubar, Benjamin """"Ben""""",statesman,54,301116
1980,OH,"Reagan, Ronald",republican,2206545,4283603
1980,OH,"Carter, Jimmy",democrat,1752414,4283603
1980,OH,"Anderson, John B.",independent,254472,4283603
1980,OH,"Clark, Edward """"Ed""""",libertarian,49033,4283603
1980,OH,"Commoner, Barry",citizens,8564,4283603
1980,OH,"Hall, Gus",communist party use,4729,4283603
1980,OH,"Congress, Richard",socialist workers,4029,4283603
1980,OH,"Griswold, Deirdre",workers world,3790,4283603
1980,OH,"Bubar, Benjamin """"Ben""""",statesman,27,4283603
1980,OK,"Reagan, Ronald",republican,695570,1149708
1980,OK,"Carter, Jimmy",democrat,402026,1149708
1980,OK,"Anderson, John B.",independent,38284,1149708
1980,OK,"Clark, Edward """"Ed""""",libertarian,13828,1149708
1980,OR,"Reagan, Ronald",republican,571044,1181516
1980,OR,"Carter, Jimmy",democrat,456890,1181516
1980,OR,"Anderson, John B.",independent,112389,1181516
1980,OR,"Clark, Edward """"Ed""""",libertarian,25838,1181516
1980,OR,"Commoner, Barry",citizens,13642,1181516
1980,OR,,,1713,1181516
1980,PA,"Reagan, Ronald",republican,2261872,4561501
1980,PA,"Carter, Jimmy",democrat,1937540,4561501
1980,PA,"Anderson, John B.",independent,292921,4561501
1980,PA,"Clark, Edward """"Ed""""",libertarian,33263,4561501
1980,PA,"Deberry, Clifton",socialist workers,20291,4561501
1980,PA,"Commoner, Barry",citizens,10430,4561501
1980,PA,"Hall, Gus",communist party use,5184,4561501
1980,RI,"Carter, Jimmy",democrat,198342,415967
1980,RI,"Reagan, Ronald",republican,154793,415967
1980,RI,"Anderson, John B.",independent,59819,415967
1980,RI,"Clark, Edward """"Ed""""",libertarian,2458,415967
1980,RI,"Hall, Gus",communist party use,218,415967
1980,RI,"McReynolds, David",socialist,170,415967
1980,RI,"Deberry, Clifton",socialist workers,90,415967
1980,RI,"Griswold, Deirdre",workers world,77,415967
1980,SC,"Reagan, Ronald",republican,439277,888258
1980,SC,"Carter, Jimmy",democrat,428220,888258
1980,SC,"Anderson, John B.",independent,13868,888258
1980,SC,"Clark, Edward """"Ed""""",libertarian,4807,888258
1980,SC,"Rarick, John",american independent party,2086,888258
1980,SD,"Reagan, Ronald",republican,198343,327703
1980,SD,"Carter, Jimmy",democrat,103855,327703
1980,SD,"Anderson, John B.",independent,21431,327703
1980,SD,"Clark, Edward """"Ed""""",libertarian,3824,327703
1980,SD,"Pulley, Andrew",socialist workers,250,327703
1980,TN,"Reagan, Ronald",republican,787761,1617616
1980,TN,"Carter, Jimmy",democrat,783051,1617616
1980,TN,"Anderson, John B.",independent,35991,1617616
1980,TN,"Clark, Edward """"Ed""""",libertarian,7116,1617616
1980,TN,"Commoner, Barry",citizens,1112,1617616
1980,TN,"Bubar, Benjamin """"Ben""""",statesman,521,1617616
1980,TN,"McReynolds, David",socialist,519,1617616
1980,TN,"Hall, Gus",communist party use,503,1617616
1980,TN,"Deberry, Clifton",socialist workers,490,1617616
1980,TN,"Griswold, Deirdre",workers world,400,1617616
1980,TN,,,152,1617616
1980,TX,"Reagan, Ronald",republican,2510705,4541636
1980,TX,"Carter, Jimmy",democrat,1881147,4541636
1980,TX,"Anderson, John B.",independent,111613,4541636
1980,TX,"Clark, Edward """"Ed""""",libertarian,37643,4541636
1980,TX,,,528,4541636
1980,UT,"Reagan, Ronald",republican,439687,604152
1980,UT,"Carter, Jimmy",democrat,124266,604152
1980,UT,"Anderson, John B.",independent,30284,604152
1980,UT,"Clark, Edward """"Ed""""",libertarian,7156,604152
1980,UT,"Commoner, Barry",citizens,1009,604152
1980,UT,"Greaves, Percy L, Jr.",american,965,604152
1980,UT,"Rarick, John",american independent party,522,604152
1980,UT,"Hall, Gus",communist party use,139,604152
1980,UT,"Deberry, Clifton",socialist workers,124,604152
1980,VT,"Reagan, Ronald",republican,94628,213299
1980,VT,"Carter, Jimmy",democrat,81952,213299
1980,VT,"Anderson, John B.",independent,31761,213299
1980,VT,"Commoner, Barry",citizens,2316,213299
1980,VT,"Clark, Edward """"Ed""""",libertarian,1900,213299
1980,VT,,,413,213299
1980,VT,"McReynolds, David",socialist,136,213299
1980,VT,"Hall, Gus",communist party use,118,213299
1980,VT,"Deberry, Clifton",socialist workers,75,213299
1980,VA,"Reagan, Ronald",republican,989609,1866032
1980,VA,"Carter, Jimmy",democrat,752174,1866032
1980,VA,"Anderson, John B.",independent,95418,1866032
1980,VA,"Commoner, Barry",citizens,14024,1866032
1980,VA,"Clark, Edward """"Ed""""",libertarian,12821,1866032
1980,VA,"Deberry, Clifton",socialist workers,1986,1866032
1980,WA,"Reagan, Ronald",republican,865244,1742394
1980,WA,"Carter, Jimmy",democrat,650193,1742394
1980,WA,"Anderson, John B.",independent,185073,1742394
1980,WA,"Clark, Edward """"Ed""""",libertarian,29213,1742394
1980,WA,"Commoner, Barry",citizens,9403,1742394
1980,WA,"Deberry, Clifton",socialist workers,1137,1742394
1980,WA,"McReynolds, David",socialist,956,1742394
1980,WA,"Hall, Gus",communist party use,834,1742394
1980,WA,"Griswold, Deirdre",workers world,341,1742394
1980,WV,"Carter, Jimmy",democrat,367462,737715
1980,WV,"Reagan, Ronald",republican,334206,737715
1980,WV,"Anderson, John B.",independent,31691,737715
1980,WV,"Clark, Edward """"Ed""""",libertarian,4356,737715
1980,WI,"Reagan, Ronald",republican,1088845,2273221
1980,WI,"Carter, Jimmy",democrat,981584,2273221
1980,WI,"Anderson, John B.",independent,160657,2273221
1980,WI,"Clark, Edward """"Ed""""",libertarian,29135,2273221
1980,WI,"Commoner, Barry",citizens,7767,2273221
1980,WI,"Rarick, John",american independent party,1519,2273221
1980,WI,,,1337,2273221
1980,WI,"McReynolds, David",socialist,808,2273221
1980,WI,"Hall, Gus",communist party use,772,2273221
1980,WI,"Griswold, Deirdre",workers world,414,2273221
1980,WI,"Deberry, Clifton",socialist workers,383,2273221
1980,WY,"Reagan, Ronald",republican,110700,176713
1980,WY,"Carter, Jimmy",democrat,49427,176713
1980,WY,"Anderson, John B.",independent,12072,176713
1980,WY,"Clark, Edward """"Ed""""",libertarian,4514,176713
1984,AL,"Reagan, Ronald",republican,872849,1441713
1984,AL,"Mondale, Walter",democrat,551899,1441713
1984,AL,"Bergland, David",libertarian,9504,1441713
1984,AL,"Hall, Gus",communist party use,4671,1441713
1984,AL,"Richards, Bob",populist,1401,1441713
1984,AL,"Mason, Melvin",socialist workers,730,1441713
1984,AL,"Serrette, Dennis",alliance,659,1441713
1984,AK,"Reagan, Ronald",republican,138377,207605
1984,AK,"Mondale, Walter",democrat,62007,207605
1984,AK,"Bergland, David",libertarian,6378,207605
1984,AK,Other,,843,207605
1984,AZ,"Reagan, Ronald",republican,681416,1025897
1984,AZ,"Mondale, Walter",democrat,333854,1025897
1984,AZ,"Bergland, David",libertarian,10585,1025897
1984,AZ,Other,,42,1025897
1984,AR,"Reagan, Ronald",republican,534774,884406
1984,AR,"Mondale, Walter",democrat,338646,884406
1984,AR,"Bergland, David",libertarian,2221,884406
1984,AR,"Larouche, Lyndon, Jr.",independent,1890,884406
1984,AR,"Hall, Gus",communist party use,1499,884406
1984,AR,"Richards, Bob",populist,1461,884406
1984,AR,"Serrette, Dennis",alliance,1291,884406
1984,AR,"Johnson, Sonia",citizens,960,884406
1984,AR,"Dodge, Earl",prohibition,842,884406
1984,AR,"Lowery, Arthur",united sovereign citizens,822,884406
1984,CA,"Reagan, Ronald",republican,5467009,9505041
1984,CA,"Mondale, Walter",democrat,3922519,9505041
1984,CA,"Bergland, David",libertarian,49951,9505041
1984,CA,"Richards, Bob",populist,39265,9505041
1984,CA,"Johnson, Sonia",citizens,26297,9505041
1984,CO,"Reagan, Ronald",republican,821817,1295380
1984,CO,"Mondale, Walter",democrat,454975,1295380
1984,CO,"Bergland, David",libertarian,11257,1295380
1984,CO,"Larouche, Lyndon, Jr.",independent,4662,1295380
1984,CO,"Serrette, Dennis",alliance,978,1295380
1984,CO,"Dodge, Earl",prohibition,858,1295380
1984,CO,"Mason, Melvin",socialist workers,810,1295380
1984,CO,Other,,23,1295380
1984,CT,"Reagan, Ronald",republican,890877,1466900
1984,CT,"Mondale, Walter",democrat,569597,1466900
1984,CT,"Hall, Gus",communist party use,4826,1466900
1984,CT,"Serrette, Dennis",alliance,1374,1466900
1984,CT,Other,,226,1466900
1984,DE,"Reagan, Ronald",republican,152190,254572
1984,DE,"Mondale, Walter",democrat,101656,254572
1984,DE,"Dennis, Delmar",american,269,254572
1984,DE,"Bergland, David",libertarian,268,254572
1984,DE,"Johnson, Sonia",citizens,121,254572
1984,DE,"Serrette, Dennis",alliance,68,254572
1984,DC,"Mondale, Walter",democrat,180408,211288
1984,DC,"Reagan, Ronald",republican,29009,211288
1984,DC,Other,,809,211288
1984,DC,"Bergland, David",libertarian,279,211288
1984,DC,"Hall, Gus",communist party use,257,211288
1984,DC,"Serrette, Dennis",alliance,165,211288
1984,DC,"Larouche, Lyndon, Jr.",independent,127,211288
1984,DC,"Mason, Melvin",socialist workers,127,211288
1984,DC,"Holmes, Larry",workers world,107,211288
1984,FL,"Reagan, Ronald",republican,2730350,4180051
1984,FL,"Mondale, Walter",democrat,1448816,4180051
1984,FL,Other,,885,4180051
1984,GA,"Reagan, Ronald",republican,1068722,1776103
1984,GA,"Mondale, Walter",democrat,706628,1776103
1984,GA,Other,,753,1776103
1984,HI,"Reagan, Ronald",republican,185050,335846
1984,HI,"Mondale, Walter",democrat,147154,335846
1984,HI,"Bergland, David",libertarian,2167,335846
1984,HI,"Hall, Gus",communist party use,821,335846
1984,HI,"Larouche, Lyndon, Jr.",independent,654,335846
1984,ID,"Reagan, Ronald",republican,297523,411144
1984,ID,"Mondale, Walter",democrat,108510,411144
1984,ID,"Bergland, David",libertarian,2823,411144
1984,ID,"Richards, Bob",populist,2288,411144
1984,IL,"Reagan, Ronald",republican,2707103,4819088
1984,IL,"Mondale, Walter",democrat,2086499,4819088
1984,IL,"Bergland, David",libertarian,10086,4819088
1984,IL,"Hall, Gus",communist party use,4672,4819088
1984,IL,"Johnson, Sonia",citizens,2716,4819088
1984,IL,"Winn, Edward",workers league,2632,4819088
1984,IL,"Serrette, Dennis",alliance,2386,4819088
1984,IL,"Mason, Melvin",socialist workers,2132,4819088
1984,IL,Other,,862,4819088
1984,IN,"Reagan, Ronald",republican,1377230,2233069
1984,IN,"Mondale, Walter",democrat,841481,2233069
1984,IN,"Dennis, Delmar",american,7617,2233069
1984,IN,"Bergland, David",libertarian,6741,2233069
1984,IA,"Reagan, Ronald",republican,703088,1319805
1984,IA,"Mondale, Walter",democrat,605620,1319805
1984,IA,"Larouche, Lyndon, Jr.",independent,6248,1319805
1984,IA,"Bergland, David",libertarian,1844,1319805
1984,IA,Other,,1051,1319805
1984,IA,"Baker, Gerald",big deal party,892,1319805
1984,IA,"Serrette, Dennis",alliance,463,1319805
1984,IA,"Mason, Melvin",socialist workers,313,1319805
1984,IA,"Hall, Gus",communist party use,286,1319805
1984,KS,"Reagan, Ronald",republican,677296,1021991
1984,KS,"Mondale, Walter",democrat,333149,1021991
1984,KS,"Richards, Bob",populist,3564,1021991
1984,KS,"Bergland, David",libertarian,3329,1021991
1984,KS,"Serrette, Dennis",alliance,2544,1021991
1984,KS,"Dodge, Earl",prohibition,2109,1021991
1984,KY,"Reagan, Ronald",republican,821702,1369345
1984,KY,"Mondale, Walter",democrat,539539,1369345
1984,KY,"Mason, Melvin",socialist workers,3129,1369345
1984,KY,"Larouche, Lyndon, Jr.",independent,1776,1369345
1984,KY,"Anderson, John B.",national unity,1479,1369345
1984,KY,"Johnson, Sonia",citizens,599,1369345
1984,KY,"Dennis, Delmar",american,428,1369345
1984,KY,"Serrette, Dennis",alliance,365,1369345
1984,KY,"Hall, Gus",communist party use,328,1369345
1984,LA,"Reagan, Ronald",republican,1037299,1706822
1984,LA,"Mondale, Walter",democrat,651586,1706822
1984,LA,"Johnson, Sonia",citizens,9502,1706822
1984,LA,"Larouche, Lyndon, Jr.",independent,3552,1706822
1984,LA,"Bergland, David",libertarian,1876,1706822
1984,LA,"Richards, Bob",populist,1310,1706822
1984,LA,"Mason, Melvin",socialist workers,1164,1706822
1984,LA,"Serrette, Dennis",alliance,533,1706822
1984,ME,"Reagan, Ronald",republican,336500,553144
1984,ME,"Mondale, Walter",democrat,214515,553144
1984,ME,"Hall, Gus",communist party use,1292,553144
1984,ME,"Serrette, Dennis",alliance,755,553144
1984,ME,Other,,82,553144
1984,MD,"Reagan, Ronald",republican,879918,1675873
1984,MD,"Mondale, Walter",democrat,787935,1675873
1984,MD,"Bergland, David",libertarian,5721,1675873
1984,MD,"Hall, Gus",communist party use,898,1675873
1984,MD,"Holmes, Larry",workers world,745,1675873
1984,MD,"Serrette, Dennis",alliance,656,1675873
1984,MA,"Reagan, Ronald",republican,1310936,2559383
1984,MA,"Mondale, Walter",democrat,1239606,2559383
1984,MA,"Serrette, Dennis",alliance,7998,2559383
1984,MA,Other,,843,2559383
1984,MI,"Reagan, Ronald",republican,2251571,3801658
1984,MI,"Mondale, Walter",democrat,1529638,3801658
1984,MI,"Bergland, David",libertarian,10055,3801658
1984,MI,"Larouche, Lyndon, Jr.",independent,3862,3801658
1984,MI,"Holmes, Larry",workers world,1416,3801658
1984,MI,"Johnson, Sonia",citizens,1191,3801658
1984,MI,"Mason, Melvin",socialist workers,1049,3801658
1984,MI,"Hall, Gus",communist party use,1048,3801658
1984,MI,"Serrette, Dennis",alliance,665,3801658
1984,MI,Other,,602,3801658
1984,MI,"Winn, Edward",workers league,561,3801658
1984,MN,"Mondale, Walter",democrat,1036364,2084449
1984,MN,"Reagan, Ronald",republican,1032603,2084449
1984,MN,"Larouche, Lyndon, Jr.",independent,3865,2084449
1984,MN,"Mason, Melvin",socialist workers,3180,2084449
1984,MN,"Bergland, David",libertarian,2996,2084449
1984,MN,"Richards, Bob",populist,2377,2084449
1984,MN,"Johnson, Sonia",citizens,1219,2084449
1984,MN,Other,,723,2084449
1984,MN,"Hall, Gus",communist party use,630,2084449
1984,MN,"Winn, Edward",workers league,260,2084449
1984,MN,"Serrette, Dennis",alliance,232,2084449
1984,MS,"Reagan, Ronald",republican,582377,941104
1984,MS,"Mondale, Walter",democrat,352192,941104
1984,MS,"Bergland, David",libertarian,2336,941104
1984,MS,"Holmes, Larry",workers world,1169,941104
1984,MS,"Mason, Melvin",socialist workers,1032,941104
1984,MS,"Larouche, Lyndon, Jr.",independent,1001,941104
1984,MS,"Richards, Bob",populist,641,941104
1984,MS,"Serrette, Dennis",alliance,356,941104
1984,MO,"Reagan, Ronald",republican,1274188,2122771
1984,MO,"Mondale, Walter",democrat,848583,2122771
1984,MT,"Reagan, Ronald",republican,232450,384377
1984,MT,"Mondale, Walter",democrat,146742,384377
1984,MT,"Bergland, David",libertarian,5185,384377
1984,NE,"Reagan, Ronald",republican,460054,652090
1984,NE,"Mondale, Walter",democrat,187866,652090
1984,NE,"Bergland, David",libertarian,2079,652090
1984,NE,"Mason, Melvin",socialist workers,1066,652090
1984,NE,"Serrette, Dennis",alliance,1025,652090
1984,NV,"Reagan, Ronald",republican,188770,282717
1984,NV,"Mondale, Walter",democrat,91655,282717
1984,NV,"Bergland, David",libertarian,2292,282717
1984,NH,"Reagan, Ronald",republican,267050,388904
1984,NH,"Mondale, Walter",democrat,120347,388904
1984,NH,"Bergland, David",libertarian,735,388904
1984,NH,"Larouche, Lyndon, Jr.",independent,467,388904
1984,NH,"Serrette, Dennis",alliance,305,388904
1984,NJ,"Reagan, Ronald",republican,1933630,3217862
1984,NJ,"Mondale, Walter",democrat,1261323,3217862
1984,NJ,"Holmes, Larry",workers world,8404,3217862
1984,NJ,"Bergland, David",libertarian,6416,3217862
1984,NJ,"Serrette, Dennis",alliance,2293,3217862
